||                                                                                                                  Control Element         1(        13)                                                                                                           ||
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
||           Load|                     XX-P0|                     YY-P1|                     ZZ-P2|                     XY-P3|                     YZ-P4|                     XZ-P5|                     YX-P6|                     ZY-P7|                     ZX-P8||
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     0.20000E+00     0.4243200000045267E-01     0.3492635102029049E-15     0.8176723311526224E-14     0.4042254755171563E-27    -0.5005477513955853E-14    -0.3282824654456243E-13     0.3854936797020482E-27    -0.5005477513955906E-14    -0.3442342707181821E-13 
     0.26667E+00     0.1068065185133419E+00    -0.2259785293189764E-12    -0.1989542928228854E-12    -0.4828023216061178E-26    -0.5778719067056655E-14     0.3279143242445181E-12    -0.4328738805608663E-26    -0.5778719067053527E-14     0.3657365439281191E-12 
     0.26667E+00     0.1805108148189166E+00     0.2156116806352279E-12     0.1872597521630107E-12    -0.5552576344665126E-26     0.8929357664791117E-14    -0.2350141944069170E-12    -0.4687425258767321E-26     0.8929357664795875E-14    -0.2783904136037477E-12 
     0.26667E+00     0.2639999999984929E+00    -0.8747712423082082E-13    -0.7633788888257925E-13    -0.8311512453112328E-27    -0.3839151219155056E-14     0.7856441064160780E-13    -0.6614488002128179E-27    -0.3839151219154190E-14     0.9872103134951047E-13 
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|| Barycenter Coord:  X=    0.8750000000000000E+00,  Y=    0.1250000000000000E+00,  Z=    0.5000000000000000E+00                                                                                                                                                    ||
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
