||                    Load|           Material Grad||
-----------------------------------------------------
     0.200000000000000E+00    0.204632413315190E-01     7
     0.266666666666667E+00    0.528972790011549E-01     8
     0.266666666666667E+00    0.914298838174717E-01     9
     0.266666666666667E+00    0.136198948403388E+00    10
-----------------------------------------------------
